"Hostname","CreationTime","Job Name","FileSize(GB)","Full/Inc","Job Type","FileName","IsAvailable","FilePath","RepoName","RepoID"
"ATLWIKI01","6/19/2020 10:03:50 PM","VMware - Immutable/Immediate Move","0.296","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-19T220033_EF8E.vib","False","ATLWIKI01.vm-77274D2020-06-19T220033_EF8E.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/20/2020 10:16:20 PM","VMware - Immutable/Immediate Move","6.5116","Full","VMware Backup","ATLWIKI01.vm-77274D2020-06-20T221731_08D2.vbk","False","ATLWIKI01.vm-77274D2020-06-20T221731_08D2.vbk","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/21/2020 10:04:21 PM","VMware - Immutable/Immediate Move","0.2739","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-21T220023_2B47.vib","False","ATLWIKI01.vm-77274D2020-06-21T220023_2B47.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/22/2020 10:03:38 PM","VMware - Immutable/Immediate Move","0.1078","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-22T220021_AA60.vib","False","ATLWIKI01.vm-77274D2020-06-22T220021_AA60.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/23/2020 10:15:58 PM","VMware - Immutable/Immediate Move","0.4281","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-23T221502_78CF.vib","False","ATLWIKI01.vm-77274D2020-06-23T221502_78CF.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/24/2020 10:03:00 PM","VMware - Immutable/Immediate Move","0.3717","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-24T220031_2FB0.vib","False","ATLWIKI01.vm-77274D2020-06-24T220031_2FB0.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/6/2020 10:01:26 PM","VMWare - Immutable\Immediate Move","6.5104","Full","VMware Backup","ATLWIKI01.vm-77274D2020-06-06T220254_3BEE.vbk","False","ATLWIKI01.vm-77274D2020-06-06T220254_3BEE.vbk","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/7/2020 10:01:28 PM","VMWare - Immutable\Immediate Move","0.2688","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-07T220028_A39F.vib","False","ATLWIKI01.vm-77274D2020-06-07T220028_A39F.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/8/2020 10:01:37 PM","VMWare - Immutable\Immediate Move","0.3878","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-08T220041_7C70.vib","False","ATLWIKI01.vm-77274D2020-06-08T220041_7C70.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/9/2020 10:01:22 PM","VMWare - Immutable\Immediate Move","0.274","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-09T220026_A89C.vib","False","ATLWIKI01.vm-77274D2020-06-09T220026_A89C.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/10/2020 10:01:32 PM","VMWare - Immutable\Immediate Move","0.113","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-10T220036_597D.vib","False","ATLWIKI01.vm-77274D2020-06-10T220036_597D.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/11/2020 10:01:16 PM","VMWare - Immutable\Immediate Move","0.3298","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-11T220020_8235.vib","False","ATLWIKI01.vm-77274D2020-06-11T220020_8235.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/12/2020 10:01:30 PM","VMWare - Immutable\Immediate Move","0.1093","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-12T220034_1DA7.vib","False","ATLWIKI01.vm-77274D2020-06-12T220034_1DA7.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/13/2020 10:01:15 PM","VMWare - Immutable\Immediate Move","6.5026","Full","VMware Backup","ATLWIKI01.vm-77274D2020-06-13T220232_F2CD.vbk","False","ATLWIKI01.vm-77274D2020-06-13T220232_F2CD.vbk","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/14/2020 10:01:29 PM","VMWare - Immutable\Immediate Move","0.1092","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-14T220032_22BA.vib","False","ATLWIKI01.vm-77274D2020-06-14T220032_22BA.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/15/2020 10:01:26 PM","VMWare - Immutable\Immediate Move","0.2748","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-15T220029_C638.vib","False","ATLWIKI01.vm-77274D2020-06-15T220029_C638.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/16/2020 10:01:29 PM","VMWare - Immutable\Immediate Move","0.1116","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-16T220032_FBFC.vib","False","ATLWIKI01.vm-77274D2020-06-16T220032_FBFC.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/17/2020 10:01:26 PM","VMWare - Immutable\Immediate Move","0.5475","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-17T220030_5C2E.vib","False","ATLWIKI01.vm-77274D2020-06-17T220030_5C2E.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/18/2020 10:01:19 PM","VMWare - Immutable\Immediate Move","0.1263","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-18T220023_C8E8.vib","False","ATLWIKI01.vm-77274D2020-06-18T220023_C8E8.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/19/2020 10:01:25 PM","VMWare - Immutable\Immediate Move","0.2982","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-19T220023_F91D.vib","False","ATLWIKI01.vm-77274D2020-06-19T220023_F91D.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/20/2020 10:01:20 PM","VMWare - Immutable\Immediate Move","6.5092","Full","VMware Backup","ATLWIKI01.vm-77274D2020-06-20T220247_4918.vbk","False","ATLWIKI01.vm-77274D2020-06-20T220247_4918.vbk","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/21/2020 10:01:13 PM","VMWare - Immutable\Immediate Move","0.2801","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-21T220016_12B9.vib","False","ATLWIKI01.vm-77274D2020-06-21T220016_12B9.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/22/2020 10:01:33 PM","VMWare - Immutable\Immediate Move","0.1083","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-22T220039_99F2.vib","False","ATLWIKI01.vm-77274D2020-06-22T220039_99F2.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/23/2020 10:01:33 PM","VMWare - Immutable\Immediate Move","0.4387","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-23T220036_9CE6.vib","False","ATLWIKI01.vm-77274D2020-06-23T220036_9CE6.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/24/2020 10:01:37 PM","VMWare - Immutable\Immediate Move","0.3602","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-24T220039_5171.vib","False","ATLWIKI01.vm-77274D2020-06-24T220039_5171.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","3/7/2020 10:01:24 PM","VMware - Immutable/Immediate Move","6.4288","Full","VMware Backup","ATLWIKI01.vm-11056D2020-03-07T220400_93E9.vbk","False","ATLWIKI01.vm-11056D2020-03-07T220400_93E9.vbk","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","3/15/2020 10:01:33 PM","VMware - Immutable/Immediate Move","6.4233","Full","VMware Backup","ATLWIKI01.vm-11056D2020-03-21T223248_F921.vbk","False","ATLWIKI01.vm-11056D2020-03-21T223248_F921.vbk","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/2/2020 9:27:03 AM","VMware - Immutable/Immediate Move","6.4997","Full","VMware Backup","ATLWIKI01.vm-77274D2020-06-02T092602_62C2.vbk","False","ATLWIKI01.vm-77274D2020-06-02T092602_62C2.vbk","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/6/2020 10:16:54 PM","VMware - Immutable/Immediate Move","6.5025","Full","VMware Backup","ATLWIKI01.vm-77274D2020-06-06T221821_38DB.vbk","False","ATLWIKI01.vm-77274D2020-06-06T221821_38DB.vbk","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/7/2020 10:01:29 PM","VMware - Immutable/Immediate Move","0.2685","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-07T220024_D923.vib","False","ATLWIKI01.vm-77274D2020-06-07T220024_D923.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/8/2020 10:01:34 PM","VMware - Immutable/Immediate Move","0.3878","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-08T220037_D73E.vib","False","ATLWIKI01.vm-77274D2020-06-08T220037_D73E.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/9/2020 10:16:52 PM","VMware - Immutable/Immediate Move","0.2742","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-09T221556_C689.vib","False","ATLWIKI01.vm-77274D2020-06-09T221556_C689.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/10/2020 10:01:23 PM","VMware - Immutable/Immediate Move","0.1609","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-10T220022_77B0.vib","False","ATLWIKI01.vm-77274D2020-06-10T220022_77B0.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/11/2020 10:01:35 PM","VMware - Immutable/Immediate Move","0.2767","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-11T220037_4E9F.vib","False","ATLWIKI01.vm-77274D2020-06-11T220037_4E9F.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/12/2020 10:01:33 PM","VMware - Immutable/Immediate Move","0.1283","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-12T220033_2EC7.vib","False","ATLWIKI01.vm-77274D2020-06-12T220033_2EC7.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/13/2020 10:17:08 PM","VMware - Immutable/Immediate Move","6.502","Full","VMware Backup","ATLWIKI01.vm-77274D2020-06-13T221836_3398.vbk","False","ATLWIKI01.vm-77274D2020-06-13T221836_3398.vbk","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/14/2020 10:01:30 PM","VMware - Immutable/Immediate Move","0.1052","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-14T220030_1090.vib","False","ATLWIKI01.vm-77274D2020-06-14T220030_1090.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/15/2020 10:05:46 PM","VMware - Immutable/Immediate Move","0.2748","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-15T220038_7D82.vib","False","ATLWIKI01.vm-77274D2020-06-15T220038_7D82.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/16/2020 10:04:35 PM","VMware - Immutable/Immediate Move","0.1116","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-16T220028_F19E.vib","False","ATLWIKI01.vm-77274D2020-06-16T220028_F19E.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/17/2020 10:01:27 PM","VMware - Immutable/Immediate Move","0.5475","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-17T220028_9386.vib","False","ATLWIKI01.vm-77274D2020-06-17T220028_9386.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/18/2020 10:01:33 PM","VMware - Immutable/Immediate Move","0.1263","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-18T220035_FF04.vib","False","ATLWIKI01.vm-77274D2020-06-18T220035_FF04.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/19/2020 10:01:25 PM","VMware - Immutable/Immediate Move","0.3483","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-19T220026_26EA.vib","False","ATLWIKI01.vm-77274D2020-06-19T220026_26EA.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/20/2020 10:04:14 PM","VMware - Immutable/Immediate Move","6.4757","Full","VMware Backup","ATLWIKI01.vm-77274D2020-06-20T220618_B2FF.vbk","False","ATLWIKI01.vm-77274D2020-06-20T220618_B2FF.vbk","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/21/2020 10:01:31 PM","VMware - Immutable/Immediate Move","0.2818","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-21T220031_A1F1.vib","False","ATLWIKI01.vm-77274D2020-06-21T220031_A1F1.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/22/2020 10:03:59 PM","VMware - Immutable/Immediate Move","0.1434","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-22T220023_347A.vib","False","ATLWIKI01.vm-77274D2020-06-22T220023_347A.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/23/2020 10:04:03 PM","VMware - Immutable/Immediate Move","0.4366","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-23T220028_E4B1.vib","False","ATLWIKI01.vm-77274D2020-06-23T220028_E4B1.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
"ATLWIKI01","6/24/2020 10:04:07 PM","VMware - Immutable/Immediate Move","0.3638","Increment","VMware Backup","ATLWIKI01.vm-77274D2020-06-24T220038_6C32.vib","False","ATLWIKI01.vm-77274D2020-06-24T220038_6C32.vib","NAS + Azure Blob","c5431661-145b-4b33-9e5f-9b8ded684010"
