"Info","Host","Id","Name","HostId","MountHostId","Description","CreationTime","Path","FullPath","FriendlyPath","ShareCredsId","Type","Status","IsUnavailable","Group","UseNfsOnMountHost","VersionOfCreation","Tag","IsTemporary","TypeDisplay","IsRotatedDriveRepository","EndPointCryptoKeyId","Options","HasBackupChainLengthLimitation","IsSanSnapshotOnly","IsDedupStorage","SplitStoragesPerVm"
"Veeam.Backup.Model.CBackupRepositoryInfo","Veeam.Backup.Core.Common.CHost","88788f9e-d8f5-4eb4-bc4f-9b3f5403bcec","Default Backup Repository","6745a759-2205-4cd2-b172-8ec8f7e60ef8","6745a759-2205-4cd2-b172-8ec8f7e60ef8","Created by Veeam Backup",,"C:\Backup","C:|Backup","C:\Backup","00000000-0000-0000-0000-000000000000","WinLocal","Ordinal","False","BackupRepository","True","9.0.0.0","88788F9ED8F54EB4BC4F9B3F5403BCEC","False","Windows","False","00000000-0000-0000-0000-000000000000","Veeam.Backup.Model.CDomBackupRepositoryOptions","False","False","False","False"
"Veeam.Backup.Model.CBackupRepositoryInfo","Veeam.Backup.Core.Common.CHost","9f5a1e48-d95d-4654-98d8-9719e23334d3","NTFS-Bulk","90e93595-590b-4651-8081-d3588cee8b85","90e93595-590b-4651-8081-d3588cee8b85","NTFS on ausveeampxy02 - D:\Backups\",,"D:\Backups","D:|Backups","D:\Backups","00000000-0000-0000-0000-000000000000","WinLocal","Ordinal","False","BackupRepository","True","9.5.0.1536","9F5A1E48D95D465498D89719E23334D3","False","Windows","False","00000000-0000-0000-0000-000000000000","Veeam.Backup.Model.CDomBackupRepositoryOptions","False","False","False","False"
"Veeam.Backup.Model.CBackupRepositoryInfo","Veeam.Backup.Core.Common.CHost","3829e566-800c-49f6-931b-3d038040c8d4","ReFS-PerVM","c251e39e-3b10-4a71-94de-ddfdfc7e6e9c","c251e39e-3b10-4a71-94de-ddfdfc7e6e9c","ReFS on ausveeampxy01 - D:\Backups\",,"D:\Backups","D:|Backups","D:\Backups","00000000-0000-0000-0000-000000000000","WinLocal","Ordinal","False","BackupRepository","True","9.5.0.1922","3829E566800C49F6931B3D038040C8D4","False","Windows","False","00000000-0000-0000-0000-000000000000","Veeam.Backup.Model.CDomBackupRepositoryOptions","False","False","False","True"
"Veeam.Backup.Model.CBackupRepositoryInfo","Veeam.Backup.Core.Common.CHost","0656972f-230d-4c1a-be88-70b4aa6e7271","DataDomain","00000000-0000-0000-0000-000000000000","90e93595-590b-4651-8081-d3588cee8b85","Virtual DataDomain",,"ddboost://192.168.20.47:StorageUnit1@/","ddboost://192.168.20.47:StorageUnit1@/","ddboost://192.168.20.47:StorageUnit1@/","00000000-0000-0000-0000-000000000000","DDBoost","Ordinal","False","BackupRepository","True","9.5.4.2866","0656972F230D4C1ABE8870B4AA6E7271","False","Dell EMC Data Domain","False","00000000-0000-0000-0000-000000000000","Veeam.Backup.Model.CDomBackupRepositoryOptions","True","False","True","True"
"Veeam.Backup.Model.CBackupRepositoryInfo","Veeam.Backup.Core.Common.CHost","22d66f3d-a671-4992-9284-1b400d0c98b7","BCJ-PerVM","90e93595-590b-4651-8081-d3588cee8b85","90e93595-590b-4651-8081-d3588cee8b85","NTFS on ausveeampxy02 - D:\BCJ",,"D:\BCJ","D:|BCJ","D:\BCJ","00000000-0000-0000-0000-000000000000","WinLocal","Ordinal","False","BackupRepository","True","9.5.4.2866","22D66F3DA671499292841B400D0C98B7","False","Windows","False","00000000-0000-0000-0000-000000000000","Veeam.Backup.Model.CDomBackupRepositoryOptions","False","False","False","True"
"Veeam.Backup.Model.CBackupRepositoryInfo","Veeam.Backup.Core.Common.CHost","de79845e-bc51-4de9-90e0-fa6fd05fa5c9","iSCSI","c251e39e-3b10-4a71-94de-ddfdfc7e6e9c","c251e39e-3b10-4a71-94de-ddfdfc7e6e9c","iSCSI Volume on PNTLSLAB-BACKUP",,"I:\Backups","I:|Backups","I:\Backups","00000000-0000-0000-0000-000000000000","WinLocal","Ordinal","False","BackupRepository","True","9.5.4.2866","DE79845EBC514DE990E0FA6FD05FA5C9","False","Windows","False","00000000-0000-0000-0000-000000000000","Veeam.Backup.Model.CDomBackupRepositoryOptions","False","False","False","True"
