"PolicyType","Extent","UsePerVMBackupFiles","PerformFullWhenExtentOffline","EnableCapacityTier","OperationalRestorePeriod","OverridePolicyEnabled","OverrideSpaceThreshold","OffloadWindowOptions","CapacityExtent","EncryptionEnabled","EncryptionKey","CapacityTierCopyPolicyEnabled","CapacityTierMovePolicyEnabled","Id","Name","Description"
"DataLocality","Veeam.Backup.PowerShell.Infos.VBRRepositoryExtent[]","True","False","False","14","False","90","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",,"False",,"False","True","6f9733bf-a4cc-4338-93cc-eb5461dea344","SOBR_Test","Created by FSGLAB\svc_veeam_br at 4/24/2020 1:01 PM."
