"Info","Host","Id","Name","HostId","MountHostId","Description","CreationTime","Path","FullPath","FriendlyPath","ShareCredsId","Type","Status","IsUnavailable","Group","UseNfsOnMountHost","VersionOfCreation","Tag","IsTemporary","TypeDisplay","IsRotatedDriveRepository","EndPointCryptoKeyId","Options","HasBackupChainLengthLimitation","IsSanSnapshotOnly","IsDedupStorage","SplitStoragesPerVm","SOBR_Name"
"Veeam.Backup.Model.CBackupRepositoryInfo","Veeam.Backup.Core.Common.CHost","6e154dcb-348b-45f3-a8b9-3d6dd513de13","SOBR1","c251e39e-3b10-4a71-94de-ddfdfc7e6e9c","c251e39e-3b10-4a71-94de-ddfdfc7e6e9c","Created by FSGLAB\svc_veeam_br at 4/24/2020 12:45 PM.",,"D:\Backups1","D:|Backups1","D:\Backups1","00000000-0000-0000-0000-000000000000","WinLocal","Ordinal","False","BackupRepository","True","10.0.0.4442","6E154DCB348B45F3A8B93D6DD513DE13","False","Windows","False","00000000-0000-0000-0000-000000000000","Veeam.Backup.Model.CDomBackupRepositoryOptions","False","False","False","False","SOBR_Test"
"Veeam.Backup.Model.CBackupRepositoryInfo","Veeam.Backup.Core.Common.CHost","9f284e55-2024-4fb9-a62e-2845972e2d2c","SOBR2","90e93595-590b-4651-8081-d3588cee8b85","90e93595-590b-4651-8081-d3588cee8b85","Created by FSGLAB\svc_veeam_br at 4/24/2020 12:46 PM.",,"D:\Backups1","D:|Backups1","D:\Backups1","00000000-0000-0000-0000-000000000000","WinLocal","Ordinal","False","BackupRepository","True","10.0.0.4442","9F284E5520244FB9A62E2845972E2D2C","False","Windows","False","00000000-0000-0000-0000-000000000000","Veeam.Backup.Model.CDomBackupRepositoryOptions","False","False","False","False","SOBR_Test"
